author,comment,,timestamp,like_count,tipe_produk,brand,segment,release_date
@IndriYani-k6x,"Yg masih pake NEXIAN, sini kumpul bareng kita mengeluh bersama",Removed,2024-08-13T17:43:01Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
@e_miilchannel8535,saya kurang suka bentuknya yang terlalu mengotak,Negative,2024-08-12T04:40:05Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
@mayratna4264,Ip 15 pm atau S24 ultra ni,Neutral,2024-08-10T22:28:01Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
@yoland_o3580,"Kekurangan s24u ini cuman layar ga lengkung ,itu aja",Negative,2024-08-09T16:55:24Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
@soejamedia9806,"Pemakaian pribadi iphone 15promax & samsung ultra s24 ultra, jauuhh lebih nyaman samsung sh mmg, jujur nih 😅",Positive,2024-08-09T12:00:01Z,3,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
@nurasuyanto189,Dahlah gw udah bersyukur banget Punya S23 sekarang muncul S24 hadehh mau up tapi masih banyak tanggungan,Neutral,2024-08-06T21:36:42Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
@rifaldyaristya5934,Pengen s24 ultra,Positive,2024-08-06T11:21:43Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
@blackpearl287,Ngakak di bagian ini 8:50 😂😂,Removed,2024-08-06T06:31:13Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
@novianasanjaya6308,Alhamdulillah sudah kubeli😅,Positive,2024-08-04T11:08:13Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
@candraipan1497,Gua sih mending beli motor ya 😁,Removed,2024-08-03T13:08:39Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
@Onnio_o,Rekomendasi charger nya pake brp watt terus pke merk apa ya ka ? Beli merk samsung sebulan udh rusak cargernya,Neutral,2024-08-03T12:48:06Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
@LuckyKhoiroh,Bagusan mna kamera s24 ap iphone 15 ap sama aja,Neutral,2024-08-02T13:11:40Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
@samsudinganteng8997,Bimbang bngt ini mw beli s24 ultra ap 15 pro 🥹,Neutral,2024-07-30T16:10:45Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
@nasichbetbet2458,"Setelah lihat review bang david, guwe semakin yakin untuk beli tanah yg bersertifikat 🗿",Removed,2024-07-29T22:03:10Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
@Yayanhandrio,Wah Mantap Sekali Hape Samsung nya,Positive,2024-07-29T15:56:08Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
@Yayanhandrio,Lombok Timur NTB Lotim selalu hadir Nonton nya,Removed,2024-07-29T15:43:30Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
@u90ui42,Light saber ga bang 🗿?,Removed,2024-07-29T13:49:47Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
@xue4303,Bagusnya Samsung s24 ultra atau Vivo x100 pro ya 😊,Neutral,2024-07-29T11:28:26Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
@romanreings6102,Bismillah semoga bisa kebeli 🔥,Positive,2024-07-29T07:42:11Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
@rian8037,"""Dulu pernh pakai note 8 pro Pakai setahun Agak lemot hp nya Jadi agak Galau beli samsung s24 ultra Kira2 pemakaian setahun Performa hp bakal stabil tidak Mohon di jawab para suhu samsung""",Neutral,2024-07-28T15:02:36Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
@abisuganden8968,Alhadmulillh bru beli S24ultra😃😃,Positive,2024-07-28T10:12:49Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
@adhefrasticamomazarine6256,Alhamdulillah sudah kesampaian punya S24 ultra..tahan mninggalkan yg trend hp apel.. mdh2an ga slah pilih.,Positive,2024-07-28T07:06:07Z,3,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
@diniprasetyawati1452,HP samsung yg bagus tu seri apa ya bang? Selain yg seri s. Seri a bagus ga ya?,Neutral,2024-07-27T13:47:22Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
@AmaqSyahri,Samsung 25 ultra bg,Removed,2024-07-27T08:15:24Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
@kenzielawrence4079,Kak boleh review samsung galaxy s4,Removed,2024-07-26T14:45:12Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
@rainereurojav,sorry mau nanya samsung S24 series ada recovery mode nya ga ya? kalo misal amit2 hpnya di ambil orang takutnya bisa di reset pake recovery mode ga aman dong kalo gitu??,Neutral,2024-07-25T17:58:02Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
@td.xfriendsmeong8083,Kalau mau ganti batre samsung s23ultra yang ori samsung di mana ya?,Removed,2024-07-25T07:44:03Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
@muhammadrofik-w2z,udah beli seken cm 18 jt,Neutral,2024-07-21T19:31:36Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
@OktaLende_Official,"""Gw kecewa ama samsung,.masa iya flagship pada kena green line dan nti berlanjut melebar jadi garis pink, dll Aku user samsung dr dulu smpe skrg di Note 20Ultra...green line kan aneh ya""",Negative,2024-07-21T15:55:26Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-07-20T04:41:43Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-07-19T06:33:39Z,2,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-07-18T17:22:08Z,1,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-07-17T17:36:02Z,1,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-07-17T15:20:47Z,1,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-07-17T05:25:44Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-07-17T04:56:51Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-07-16T13:04:16Z,1,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-07-15T15:03:50Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-07-14T06:03:06Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-07-13T23:53:33Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-07-13T14:26:30Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-07-12T18:26:58Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-07-12T11:08:50Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-07-12T10:48:14Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-07-11T23:40:07Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-07-10T23:55:39Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-07-10T13:50:07Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-07-10T12:08:40Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-07-10T09:19:43Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-07-10T06:39:47Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-07-08T14:03:31Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-07-07T17:04:12Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-07-06T11:09:31Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-07-05T19:19:16Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-07-05T16:51:38Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-07-05T05:57:48Z,25,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-07-04T08:20:30Z,19,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-07-03T16:08:14Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-07-03T04:28:10Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-07-03T03:59:39Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-07-02T18:37:22Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-07-02T16:02:15Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-07-01T09:21:45Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-07-01T06:08:34Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-06-29T22:58:28Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-06-29T14:15:26Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-06-28T09:26:54Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-06-27T12:32:41Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-06-26T23:49:02Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-06-25T16:29:40Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-06-25T00:19:48Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-06-24T16:09:08Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-06-24T13:36:35Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-06-23T13:04:23Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-06-22T03:13:07Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-06-20T17:01:07Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-06-19T13:28:58Z,2,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-06-18T23:05:02Z,1,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-06-16T13:08:02Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-06-16T12:38:04Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-06-16T09:17:06Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-06-16T06:14:15Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-06-15T14:04:55Z,1,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-06-15T04:09:01Z,1,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-06-14T05:08:54Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-06-13T14:28:38Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-06-13T04:04:00Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-06-11T15:37:45Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-06-11T08:31:28Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-06-09T02:09:46Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-06-09T01:38:49Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-06-06T01:58:47Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-06-05T22:02:46Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-06-05T10:12:09Z,1,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-06-05T02:50:26Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-06-04T18:02:04Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-06-04T13:41:26Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-06-04T06:10:55Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-06-03T06:39:13Z,1,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-06-03T00:29:24Z,2,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-06-02T10:21:29Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-06-02T06:17:04Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-06-01T16:37:59Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-06-01T15:31:05Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-06-01T12:46:15Z,1,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-06-01T07:57:20Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-29T14:38:53Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-29T04:56:39Z,1,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-28T10:42:01Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-27T21:35:26Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-27T09:40:54Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-27T02:16:41Z,37,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-25T14:08:45Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-25T08:30:57Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-25T03:13:11Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-24T02:03:39Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-21T16:25:34Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-21T09:07:29Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-20T18:52:35Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-20T13:32:24Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-20T11:26:08Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-19T12:11:34Z,1,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-19T11:32:19Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-19T11:24:57Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-19T09:31:54Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-19T06:34:57Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-19T03:15:30Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-18T19:49:23Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-17T14:43:12Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-17T13:39:17Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-17T12:01:42Z,1,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-16T13:06:41Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-16T02:30:32Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-15T16:33:31Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-15T12:34:34Z,1,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-15T07:17:22Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-15T00:57:49Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-14T11:44:30Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-14T10:16:19Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-14T08:32:23Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-14T08:28:14Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-14T02:47:09Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-13T03:25:44Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-12T16:07:36Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-12T08:11:33Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-11T01:20:27Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-10T09:21:05Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-09T17:44:38Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-09T11:54:00Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-08T17:09:51Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-08T16:13:19Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-08T13:29:53Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-08T12:15:09Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-07T14:04:13Z,30,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-07T03:49:48Z,1,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-06T10:57:29Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-05T14:04:44Z,1,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-05T07:20:43Z,1,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-04T18:13:19Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-04T07:00:13Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-04T00:40:34Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-03T12:26:41Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-03T10:49:35Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-03T00:55:52Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-02T08:01:22Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-01T17:28:42Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-01T12:04:13Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-05-01T10:44:33Z,1,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-30T17:25:37Z,2,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-30T07:58:13Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-30T01:24:37Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-30T01:01:03Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-29T20:07:39Z,1,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-28T23:44:54Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-28T16:26:58Z,1,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-28T14:53:55Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-28T14:33:35Z,3,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-28T12:42:02Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-28T07:57:13Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-28T06:31:41Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-28T02:29:34Z,1,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-26T12:11:40Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-26T07:24:26Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-26T04:42:39Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-23T21:35:18Z,3,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-23T21:11:11Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-23T16:50:20Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-21T14:26:21Z,6,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-21T13:48:55Z,1,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-21T11:28:39Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-21T08:00:42Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-20T10:41:30Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-19T09:01:36Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-19T08:04:16Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-19T03:48:00Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-19T01:29:58Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-18T15:15:59Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-18T14:27:56Z,1,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-17T17:17:09Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-17T17:03:10Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-16T23:37:17Z,1,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-16T16:29:18Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-16T14:34:04Z,1,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-14T16:48:20Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-14T14:42:09Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-14T13:26:18Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-14T11:37:04Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-13T17:56:33Z,2,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-13T15:37:29Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-13T15:28:39Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-13T14:06:23Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-13T11:34:11Z,10,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-13T10:03:24Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-12T13:40:43Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-12T12:09:11Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-12T11:12:26Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-12T07:44:24Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-11T16:28:12Z,1,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-10T23:35:21Z,1,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-10T16:36:38Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-09T16:45:43Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-08T11:42:37Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-07T14:16:46Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-07T13:29:39Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-07T12:27:30Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-07T11:51:48Z,1,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-07T05:05:14Z,2,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-07T02:58:12Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-06T17:46:34Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-06T16:47:51Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-06T09:14:14Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-06T08:41:00Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-06T00:46:36Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-05T23:52:25Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-05T19:15:06Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-05T08:19:43Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-04T11:07:17Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-03T15:26:50Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-03T10:56:13Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-03T03:04:39Z,66,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-02T17:07:50Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-02T12:55:46Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-02T06:08:13Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-01T14:22:15Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-04-01T08:03:19Z,24,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-03-31T16:50:05Z,1,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
,,,2024-03-31T02:48:44Z,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24
